┌─────────┐
│ Success │
│ boolean │
├─────────┤
│ 0 rows  │
└─────────┘
┌──────────────────┬─────────┬────────────┬────────────────────────┬────────────────────┐
│       city       │   zip   │ year_built │        bldg_psf        │     bench_p25      │
├──────────────────┼─────────┼────────────┼────────────────────────┼────────────────────┤
│ FORT MYERS       │ 33901.0 │ 1949.0     │ 45.89791516894321      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1990.0     │ 46.377204041101805     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1957.0     │ 46.702677313292625     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1964.0     │ 46.86650225176925      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1959.0     │ 47.810192023633675     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1972.0     │ 48.45928619270883      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1960.0     │ 48.56058462989156      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1978.0     │ 48.67971747956176      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1979.0     │ 48.79362271396644      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 48.90375578168363      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1984.0     │ 49.33270246040442      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1985.0     │ 50.2360596656322       │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1962.0     │ 50.26789838337182      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1975.0     │ 50.323113207547166     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1965.0     │ 50.35251798561151      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1976.0     │ 50.36687394007914      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1961.0     │ 50.40314569536424      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 2004.0     │ 50.40576901151522      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1981.0     │ 50.511812216640834     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1970.0     │ 50.529212531752755     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1902.0     │ 50.749906890130354     │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1959.0     │ 50.91081489624845      │ 73.29446091624054  │
│ FORT MYERS       │ 33901.0 │ 1975.0     │ 51.08241679074012      │ 73.29446091624054  │
